Id,Name,Abbreviation,Api name,Api location code,Email,Enabled,Created at,Updated at,Deliveries per day,Monday thursday in stock lead time a,Monday thursday in stock lead time b,Friday in stock lead time a,Friday in stock lead time b,Weekend in stock lead time a,Weekend in stock lead time b,Out of stock lead time,Cutoff time,A order time,B order time,Part cost rate multiplier,Wd enabled,Static reserved quantity,Minimum pricefactor,Dealer handling time,Exclude from parts manager,Delivery method,Has partial updates,Contact email,Charge description,Dealership name,Address,Phone number,Point of contact,Notes
1294,"GM Lancaster, CA",GMLCA,GM Lancaster CA,GM-LANCASTER CA,dropship@dealersalessolutions.com,true,2026-05-28 10:37:27 -0400,2026-05-28 10:37:27 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,miguel@avchevy.com,,Antelope Valley Chevrolet,"1160 West Motor Lane, Lancaster, CA 93534",(661) 886-7507,Miguel Romo,20260528 Created by Locator user anthony@dealersalessolutions.com
1293,"Ford Salem, IL",FOSAIL,Ford Salem IL,FO-SALEM IL,dropship@dealersalessolutions.com,true,2026-05-27 11:05:25 -0400,2026-05-27 11:05:25 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,chuck.tinsley@schmidtautogroup.com,,Schmidt Ford Of Salem,"1815 W Main, Salem, IL 62881",(618) 548-1711,Matt Holsapple,20260527 Created by Locator user anthony@dealersalessolutions.com
1292,"Ford Newark, CA",FONCA,Ford Newark CA,FO-NEWARK CA,dropship@dealersalessolutions.com,true,2026-05-27 10:58:27 -0400,2026-05-27 10:58:27 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,jwilliams@fremontford.com,,Fremont Ford,"39700 Balentine Drive, Newark, CA 94560",(510) 360-7160,Jay Williams,20260527 Created by Locator user anthony@dealersalessolutions.com
1291,"GM Cerritos, CA",GMCECA,GM Cerritos CA,GM-CERRITOS CA,dropship@dealersalessolutions.com,true,2026-05-27 10:54:07 -0400,2026-05-27 10:54:07 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,jjimenez@socalpenske.com,,Penske Chevrolet Of Cerritos,"18605 STUDEBAKER RD, CERRITOS, CA 90703",(562) 924-1676,Javier Jimenez,20260527 Created by Locator user anthony@dealersalessolutions.com
1290,"Ford Live Oak, FL",FOLOFL,Ford Live Oak FL,FO-LIVE OAK FL,dropship@dealersalessolutions.com,true,2026-05-27 10:51:55 -0400,2026-05-27 10:51:55 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,jenhenkels@hotmail.com,,Walt'S Live Oak F-M Inc,"1109 OHIO AVE N., Live Oak, FL 32060",(800) 814-0609,Jennifer Henkels,20260527 Created by Locator user anthony@dealersalessolutions.com
1289,"Ford Norman, OK",FONOK,Ford Norman OK,FO-NORMAN OK,dropship@dealersalessolutions.com,true,2026-05-27 10:50:01 -0400,2026-05-27 10:50:01 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,mcochran@reynoldsautos.com,,Confidence Ford Of Norman,"825 N INTERSTATE DR, NORMAN, OK 73069",(405) 321-3908,Mike Cochran,20260527 Created by Locator user anthony@dealersalessolutions.com
1288,"GM Rochester, MN",GMROMN,GM Rochester MN,GM-ROCHESTER MN,dropship@dealersalessolutions.com,true,2026-05-27 10:32:11 -0400,2026-05-27 10:32:11 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,joel.mcgovern@rmcchevy.com,,Rochester Chevrolet ,"1000 12TH STREET SW, ROCHESTER, MN 55902",(507) 285-4730,Joel Mcgovern,20260527 Created by Locator user anthony@dealersalessolutions.com
1287,"Mercedes-Benz Fort Myers, FL",MBFMFL,MercedesBenz Fort Myers FL,MB-FORT MYERS FL,dropship@dealersalessolutions.com,true,2026-05-22 10:17:41 -0400,2026-05-22 10:17:41 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,jose.rondon@mercedesoffortmyers.com,,Mercedes-Benz of Fort Myers,"15461 S Tamiami Trl, Fort Myers, FL 33908, USA",'+1 800-351-7403,Jose Rondon,20260522 Created by Locator user anthony@dealersalessolutions.com
1286,"Ford Placentia, CA",FOPCA,Ford Placentia CA,FO-PLACENTIA CA,dropship@dealersalessolutions.com,true,2026-05-22 10:14:46 -0400,2026-05-22 10:14:46 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,pat@go2fairway.com,,Fairway Ford,"1350 E.Yorba Linda, Placentia, CA 92870",(714) 579-3878,Pat Ungaro,20260522 Created by Locator user anthony@dealersalessolutions.com
1285,"GM Vicksburg, MS (2)",GMVMS2,GM Vicksburg MS 2,GM-VICKSBURG MS 2,dropship@dealersalessolutions.com,true,2026-05-22 10:09:29 -0400,2026-05-22 10:09:29 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,jstokes1@nobodybeatsacannondeal.com,,Cannon Gmc Of Vicksburg,"2950 S FRONTAGE RD, VICKSBURG, MS 391805156",(601) 636-7777,Jesse Stokes,20260522 Created by Locator user anthony@dealersalessolutions.com
1284,"GM Red Springs, NC (2)",GMRSNC2,GM Red Springs NC 2,GM-RED SPRINGS NC 2,dropship@dealersalessolutions.com,true,2026-05-22 10:04:44 -0400,2026-05-22 10:04:44 -0400,1,,,,,,,,,06,,0.65,false,,0.65,,false,drop_ship,false,stonemitch46@gmail.com,,Bleecker Buick Gmc,"HWY 211 E, RED SPRINGS, NC 28377",(910) 843-2141,Mitch Stone,20260522 Created by Locator user anthony@dealersalessolutions.com
1283,"Ford Crosby, TX",FOCRTX,Ford Crosby TX,FO-CROSBY TX,dropship@dealersalessolutions.com,true,2026-05-22 10:02:22 -0400,2026-05-22 10:02:22 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,friendlyfordparts@gmail.com,,Friendly Ford Of Crosby,"2425 Hwy. 90, Crosby, TX 77532",(281) 328-9555,Fidel Torres,20260522 Created by Locator user anthony@dealersalessolutions.com
1282,"GM Concord, CA",GMCCA,GM Concord CA,GM-CONCORD CA,dropship@dealersalessolutions.com,true,2026-05-22 09:59:39 -0400,2026-05-22 09:59:39 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,"parts@lehmers.com, d4parts@gmail.com",,Lehmer'S Concord Gmc,"1905 Market Street, Concord, CA 94520",(925) 827-2077,"Lehmers Parts Team, Dee Nyberg ",20260522 Created by Locator user anthony@dealersalessolutions.com
1281,"GM Charleston, IL",GMCHIL,GM Charleston IL,GM-CHARLESTON IL,dropship@dealersalessolutions.com,true,2026-05-20 10:40:05 -0400,2026-05-20 10:40:05 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,misty_kessler@diepholzauto.com,,Diepholz Chevrolet Cadillac,"631 W LINCOLN AVE, CHARLESTON, IL 61920-2497",(217) 348-0141,Misty Kessler,20260520 Created by Locator user anthony@dealersalessolutions.com
1280,"GM Valley City, ND",GMVCND,GM Valley City ND,GM-VALLEY CITY ND,dropship@dealersalessolutions.com,true,2026-05-20 10:35:26 -0400,2026-05-20 10:35:26 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,colson@puklich-chevrolet.com,,Puklich Chevrolet Gmc,"721 W MAIN ST, VALLEY CITY, ND 58072-3243",(701) 490-3863,Chris Olson,20260520 Created by Locator user anthony@dealersalessolutions.com
1279,"Ford Ewen, MI",FOEMI,Ford Ewen MI,FO-EWEN MI,dropship@dealersalessolutions.com,true,2026-05-20 10:22:53 -0400,2026-05-20 10:22:53 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,erikw@bigvalley.biz,,Big Valley Ford-Mercury Inc,"Highway M-28, P.O. Box 200, Ewen, MI 49925",(800) 962-7748,Erik Worachek,20260520 Created by Locator user anthony@dealersalessolutions.com
1278,"Ford Hemlock, MI",FOHMI,Ford Hemlock MI,FO-HEMLOCK MI,dropship@dealersalessolutions.com,true,2026-05-20 10:14:45 -0400,2026-05-20 10:14:45 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,parts@rickfordsales.com,,Rick Ford Sales,"111 E. Saginaw St., Hemlock, MI 48626",(989) 642-5261,Matt Rick,20260520 Created by Locator user anthony@dealersalessolutions.com
1277,"Ford Marietta, GA (2)",FOMGA2,Ford Marietta GA 2,FO-MARIETTA GA 2,dropship@dealersalessolutions.com,true,2026-05-20 10:11:19 -0400,2026-05-20 10:11:19 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,mikechieves@pugmire.com,,Pugmire Lincoln-Mercury Inc,"1865 Cobb Parkway, Marietta, GA 30060",(770) 952-2261,Mike Chieves,20260520 Created by Locator user anthony@dealersalessolutions.com
1276,"Ford Bremen, GA",FOBRGA,Ford Bremen GA,FO-BREMEN GA,dropship@dealersalessolutions.com,true,2026-05-20 10:08:42 -0400,2026-05-20 10:08:42 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,mikechieves@pugmire.com,,Pugmire Ford Of Bremen Llc,"150 Hwy 27 N Bypass, Bremen, GA 30110-2302",(770) 537-2373,Mike Chieves,20260520 Created by Locator user anthony@dealersalessolutions.com
1275,"Ford Morrilton, AR",FOMAR,Ford Morrilton AR,FO-MORRILTON AR,dropship@dealersalessolutions.com,true,2026-05-20 10:05:57 -0400,2026-05-20 10:05:57 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,stevematchett@hodgeauto.com,,Jay Hodge Ford Of Morrilton,"948 Highway 287, P.O. Box 884, Morrilton, AR 72110",(501) 354-4541,Steve Matchett,20260520 Created by Locator user anthony@dealersalessolutions.com
1274,"GM Washington, MI",GMWMI,GM Washington MI,GM-WASHINGTON MI,dropship@dealersalessolutions.com,true,2026-05-20 09:41:27 -0400,2026-05-20 09:41:27 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,gfry@driveserra.com,,Serra Bu-Gmc-Cad,"12300 THIRTY MILE RD, WASHINGTON, MI 48095",(586) 281-2842,Greg Fry,20260520 Created by Locator user anthony@dealersalessolutions.com
1273,"Ford Springdale, OH",FOSOH,Ford Springdale OH,FO-SPRINGDALE OH,dropship@dealersalessolutions.com,true,2026-05-20 09:39:52 -0400,2026-05-20 09:39:52 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,srettig@kerryautomotive.com,,Kerry Ford Inc,"155 W Kemper, Springdale, OH 45246",(513) 671-6400,Stephen Rettig,20260520 Created by Locator user anthony@dealersalessolutions.com
1272,"GM Roswell, NM",GMRNM,GM Roswell NM,GM-ROSWELL NM,dropship@dealersalessolutions.com,true,2026-05-20 09:33:58 -0400,2026-05-20 09:33:58 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,jwells@richlandnm.com,,Richland Motors,"2601 W 2ND, ROSWELL, NM 88201-1266",(575) 625-1000 x116,Richland Chevy,20260520 Created by Locator user anthony@dealersalessolutions.com
1271,"Ford Glen Allen, VA",FOGAVA,Ford Glen Allen VA,FO-GLEN ALLEN VA,dropship@dealersalessolutions.com,true,2026-05-20 09:31:43 -0400,2026-05-20 09:31:43 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,gtrevathan@richmondford.com,,Richmond Ford West,"10751 W. Broad Street, Glen Allen, VA 23060",(804) 273-9700,Glenn Trevathan,20260520 Created by Locator user anthony@dealersalessolutions.com
1270,"GM Mountain View, AR",GMMVAR,GM Mountain View AR,GM-MOUNTAIN VIEW AR,dropship@dealersalessolutions.com,true,2026-05-20 09:12:32 -0400,2026-05-20 09:12:32 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,tjason.mvc@gmail.com,,"Mountain View Chevrolet, Inc.","2109 SE MAIN ST, P O BOX 1286, MOUNTAIN VIEW, AR 72560",(870) 269-3211,Tristan Jason,20260520 Created by Locator user anthony@dealersalessolutions.com
1269,"GM Bel Air, MD",GMBAMD,GM Bel Air MD,GM-BEL AIR MD,dropship@dealersalessolutions.com,false,2026-05-20 09:10:17 -0400,2026-05-28 09:25:17 -0400,1,,,,,,,,,06,"",1.1,false,,1.1,,false,drop_ship,false,efletcher@bobbell.com,"",Bob Bell Chevrolet Of Bel Air,"1230 BEL AIR RD, BEL AIR, MD 21014-5107",(410) 879-4602,Earl Fletcher,20260520 Created by Locator user anthony@dealersalessolutions.com
1268,"Ford Draper, UT",FODUT,Ford Draper UT,FO-DRAPER UT,dropship@dealersalessolutions.com,true,2026-05-20 09:06:50 -0400,2026-05-20 09:06:50 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,taylor.hildreth@asburyauto.com,,Larry H Miller Ford Lincoln Draper,"11442 S LONE PEAK PARKWAY, DRAPER, UT 84020",(801) 563-4060,Taylor Hildreth,20260520 Created by Locator user anthony@dealersalessolutions.com
1267,"Ford Charleston, WV",FOCHWV,Ford Charleston WV,FO-CHARLESTON WV,dropship@dealersalessolutions.com,true,2026-05-20 09:04:15 -0400,2026-05-20 09:04:15 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,mike.samples@downtownfordwv.com,,Downtown Ford,"1900 Patrick Street Plaza, Charleston, WV 25387",(304) 344-1601,Mike Samples,20260520 Created by Locator user anthony@dealersalessolutions.com
1266,"GM Port Orchard, WA",GMPOWA,GM Port Orchard WA,GM-PORT ORCHARD WA,dropship@dealersalessolutions.com,true,2026-05-20 09:01:59 -0400,2026-05-20 09:01:59 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,portorchardparts@gilchristauto.com,,Gilchrist Chevrolet Of Port Orchard,"4949 SW Hovde Rd., Port Orchard, WA 98367",(360) 876-8091,Parts Department,20260520 Created by Locator user anthony@dealersalessolutions.com
1265,"Ford Kilgore, TX",FOKITX,Ford Kilgore TX,FO-KILGORE TX,dropship@dealersalessolutions.com,true,2026-05-20 08:59:12 -0400,2026-05-20 08:59:12 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,kilgorefordparts@gmail.com,,All Star Ford - Kilgore,"1615 Hwy 259 North, Kilgore, TX 75662",(903) 984-2006,Brallan Buffington,20260520 Created by Locator user anthony@dealersalessolutions.com
1264,"GM Miami, OK",GMMOK,GM Miami OK,GM-MIAMI OK,dropship@dealersalessolutions.com,true,2026-05-19 10:20:01 -0400,2026-05-19 10:20:01 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,dpaxson@vancedeals.com,,Vance Chevrolet Buick Gmc ,"1601 N MAIN, MIAMI, OK 743542721",(918) 542-2885,Don Paxson,20260519 Created by Locator user anthony@dealersalessolutions.com
1263,"Ford Atlanta, GA",FOAGA,Ford Atlanta GA,FO-ATLANTA GA,dropship@dealersalessolutions.com,true,2026-05-19 10:15:39 -0400,2026-05-19 10:15:39 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,"mhutto@hennessyford.com, nfreyer@hennessyford.com",,Hennessy Ford Lincoln Atlanta,"5675 Peachtree Industrial Blvd., Atlanta, GA 30341",(770) 451-1666,"Mike Hutto, Nathan Freyer ",20260519 Created by Locator user anthony@dealersalessolutions.com
1262,"GM Orlando, FL",GMOFL,GM Orlando FL,GM-ORLANDO FL,dropship@dealersalessolutions.com,true,2026-05-19 10:09:54 -0400,2026-05-19 10:09:54 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,kearcek@autonation.com,,Autonation Chevrolet Airport,"5600 LEE VISTA BLVD, ORLANDO, FL 32812-3021",(866) 256-8299,Kevin Kearce,20260519 Created by Locator user anthony@dealersalessolutions.com
1261,"GM Fort Pierce, FL",GMFPFL,GM Fort Pierce FL,GM-FORT PIERCE FL,dropship@dealersalessolutions.com,false,2026-05-19 09:53:50 -0400,2026-06-01 16:50:08 -0400,1,,,,,,,,,06,"",1.1,false,,1.1,,false,drop_ship,false,mmantovi@garberbuickgmc.com,"",Garber Buick Gmc Of Fort Pierce,"5255 S US HWY 1, FORT PIERCE, FL 34982-7365",(772) 467-0835 x2580,Michael Mantovi,20260519 Created by Locator user anthony@dealersalessolutions.com
1260,"GM Nevada, MO",GMNMO,GM Nevada MO,GM-NEVADA MO,dropship@dealersalessolutions.com,true,2026-05-12 09:59:15 -0400,2026-05-12 09:59:15 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,nathan.hawks@maxmotors.com,,Max Motors Llc,"1405 N.Osage Blvd, Nevada, MO 64772",(417) 667-4000,Nate Hawks,20260512 Created by Locator user mateo@dealersalessolutions.com
1259,"Ford Grand Rapids, MI",FOGRRMI,Ford Grand Rapids MI,FO-GRAND RAPIDS MI,dropship@dealersalessolutions.com,true,2026-05-12 09:57:23 -0400,2026-05-12 09:57:23 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,"adubois@lafontaine.com, tcamling@lafontaine.com",,Lafontaine Lincoln Of Grand Rapids,"2701 29th Street Se, Grand Rapids, MI 49512",(616) 949-0045,"Anthony Dubois , Timothy Camling ",20260512 Created by Locator user mateo@dealersalessolutions.com
1258,"Ford Old Bridge, NJ",FOOBNJ,Ford Old Bridge NJ,FO-OLD BRIDGE NJ,dropship@dealersalessolutions.com,true,2026-05-12 09:54:39 -0400,2026-05-12 09:54:39 -0400,1,,,,,,,,,06,,1.1,false,,1.1,,false,drop_ship,false,james@aafordnj.com,,All American Ford Of Old Bridge,"3698 Route 9 South, Old Bridge, NJ 08857",(732) 242-0403,Dave Marino,20260512 Created by Locator user mateo@dealersalessolutions.com
1257,"Ford Woodstock, GA",FOWOGA,Ford Woodstock GA,FO-WOODSTOCK GA,dropship@dealersalessolutions.com,true,2026-05-12 09:53:53 -0400,2026-05-12 09:53:53 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,"jhartlief@krausefamilyford.com, agramling@krausefamilyford.com",,Krause Family Ford,"195 Woodstock Parkway, Woodstock, GA 30188",(770) 592-0090,"John Hartlief, Amanda Gramling",20260512 Created by Locator user mateo@dealersalessolutions.com
1256,"GM Fort Wayne, IN",GMFWIN,GM Fort Wayne IN,GM-FORT WAYNE IN,dropship@dealersalessolutions.com,true,2026-05-12 09:52:54 -0400,2026-05-12 09:52:54 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,cevans@kelleyauto.com,,Tom Kelley Cadillac,"555 Grand National DR, FORT WAYNE, IN 46804-1181",(260) 434-4614,Zach Wakefield,20260512 Created by Locator user mateo@dealersalessolutions.com
1255,"Ford West Haverstraw, NY",FOWHNY,Ford West Haverstraw NY,FO-WEST HAVERSTRAW NY,dropship@dealersalessolutions.com,true,2026-05-12 09:51:44 -0400,2026-05-12 09:51:44 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,"parts@nyschultz.com, JoseR@schultzfordlincoln.com",,"Schultz Ford W Haverstraw, Inc."," 27 Route 9w, West Haverstraw, NY 10993",(845) 429-9200 x200,"Parts Department, Jose Roman ",20260512 Created by Locator user mateo@dealersalessolutions.com
1254,"GM New Bethlehem, PA",GMNBPA,GM New Bethlehem PA,GM-NEW BETHLEHEM PA,dropship@dealersalessolutions.com,true,2026-05-12 09:46:48 -0400,2026-05-12 09:46:48 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,parts@redbankchevrolet.com,,Redbank Chevrolet Inc,"500 BROAD ST, NEW BETHLEHEM, PA 16242-1105",(814) 275-2410,Jim Bowman,20260512 Created by Locator user mateo@dealersalessolutions.com
1253,"Ford Burlington, NC",FOBNC,Ford Burlington NC,FO-BURLINGTON NC,dropship@dealersalessolutions.com,false,2026-05-11 08:45:24 -0400,2026-05-15 11:54:36 -0400,1,,,,,,,,,06,"",0.5,false,,0.5,,false,drop_ship,false,codyjohnson@stearnsauto.com,"","Stearns Ford, Inc.","602 Alamance Road, Burlington, NC 27215",(336) 229-6958,Cody Johnson,20260511 Created by Locator user mateo@dealersalessolutions.com
1252,"Ford Hays, KS",FOHAKS,Ford Hays KS,FO-HAYS KS,dropship@dealersalessolutions.com,true,2026-05-11 08:44:30 -0400,2026-05-11 08:44:30 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,daniel_mclaren@buylewis.com,,Lewis Ford Of Hays,"4450 Vine Street, Hays, KS 67601",(800) 627-3441,Daniel Mclaren,20260511 Created by Locator user mateo@dealersalessolutions.com
1251,"GM San Jose, CA (2)",GMSJCA2,GM San Jose CA 2,GM-SAN JOSE CA 2,dropship@dealersalessolutions.com,true,2026-05-11 08:43:38 -0400,2026-05-11 08:43:38 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,stan.gallo@dgdg.com,,Capitol Chevrolet,"905 W CAPITOL EXPY AUTOMALL, SAN JOSE, CA 95136",(408) 266-0826,Stan Gallo,20260511 Created by Locator user mateo@dealersalessolutions.com
1250,"GM Robinson, IL",GMRIL,GM Robinson IL,GM-ROBINSON IL,dropship@dealersalessolutions.com,true,2026-05-11 08:42:38 -0400,2026-05-11 08:42:38 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,alanep52265@hotmail.com,,Silverthorne Chevrolet,"111 N FRANKLIN, ROBINSON, IL 624542030",(618) 544-9506,Alan Phillips,20260511 Created by Locator user mateo@dealersalessolutions.com
1249,"GM Wantagh, NY",GMWNY,GM Wantagh NY,GM-WANTAGH NY,dropship@dealersalessolutions.com,true,2026-05-11 08:41:41 -0400,2026-05-11 08:41:41 -0400,1,,,,,,,,,06,,0.85,false,,0.85,,false,drop_ship,false,"sunpartsdept@gmail.com, d.swartz@sunautogroup.com",,Sun Gmc Truck ,"3333 SUNRISE HWY, WANTAGH, NY 11793-4000",(516) 781-6792,"Parts Department, David Swartz",20260511 Created by Locator user mateo@dealersalessolutions.com
1248,"GM Tampa, FL",GMTFL,GM Tampa FL,GM-TAMPA FL,dropship@dealersalessolutions.com,true,2026-05-11 08:40:10 -0400,2026-05-11 08:40:10 -0400,1,,,,,,,,,06,,0.5,false,,0.5,,false,drop_ship,false,mikedevine@edmorse.com,,Ed Morse Cadillac,"101 E FLETCHER AVE, TAMPA, FL 33612",(813) 968-8222,Mike Devine,20260511 Created by Locator user mateo@dealersalessolutions.com
